"housenumber","street","city","state","zip","country","lon","lat","id","stateabb"
"House Number Not Found","Street Not Found","City Not Found","Indiana","47260","United States of America",-86.176934,38.803658,"IN 23-2014","IN"
"House Number Not Found","Street Not Found","Weddleville","Indiana","47260","United States of America",-86.225947,38.843325,"IN 24-2014","IN"
"House Number Not Found","Bay City Forestville Road","Charleston","Michigan","48465","United States of America",-82.740834,43.665619,"MI 01-2014","MI"
"House Number Not Found","Street Not Found","Clayton Township","Michigan","48473","United States of America",-83.87299,43.00225,"MI 04-2014","MI"
"House Number Not Found","Street Not Found","Fenwick","Michigan","48884","United States of America",-85.03512,43.16694,"MI 05-2014","MI"
"House Number Not Found","Street Not Found","Bancroft","Michigan","48414","United States of America",-84.06385,42.87864,"MI 07-2014","MI"
"House Number Not Found","Street Not Found","Village of Saint Charles","Michigan","48655","United States of America",-84.14498,43.31765,"MI 08-2014","MI"
"House Number Not Found","Street Not Found","Coral","Michigan","49322","United States of America",-85.39344,43.36537,"MI 10-2014","MI"
"House Number Not Found","Street Not Found","Eau Claire","Michigan","49111","United States of America",-86.31859,41.9784,"MI 11-2014","MI"
"House Number Not Found","Street Not Found","Butternut","Michigan","48884","United States of America",-84.92442,43.19578,"MI 13-2014","MI"
"House Number Not Found","Street Not Found","Mayville","Michigan","48744","United States of America",-83.35245,43.33697,"MI 15-2014","MI"
"House Number Not Found","Street Not Found","City Not Found","Michigan","Postcode Not Found","United States of America",-85.5055,43.6125,"MI 16-2014","MI"
"House Number Not Found","Street Not Found","City Not Found","Michigan","48873","United States of America",-84.87324,43.00237,"MI 17-2014","MI"
"House Number Not Found","Street Not Found","Woodville","Michigan","Postcode Not Found","United States of America",-85.662814,43.639685,"MI 18-2014","MI"
"House Number Not Found","Street Not Found","Pearl Grange","Michigan","49022","United States of America",-86.35946,42.09505,"MI 19-2014","MI"
"House Number Not Found","Street Not Found","Butternut","Michigan","48884","United States of America",-84.90599,43.17963,"MI 20-2014","MI"
"House Number Not Found","Elmwood Road","Cass City","Michigan","48726","United States of America",-83.203817,43.593177,"MI 21-2014","MI"
"House Number Not Found","Street Not Found","City Not Found","Michigan","48849","United States of America",-85.19697,42.8576,"MI 22-2014","MI"
"House Number Not Found","Street Not Found","Averill","Michigan","48640","United States of America",-84.32879,43.64251,"MI 23-2014","MI"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-84.15154,43.34297,"MI 24-2014",NA
"House Number Not Found","Street Not Found","City Not Found","Minnesota","56573","United States of America",-95.59651,46.6198,"MN 01-2014","MN"
"House Number Not Found","Street Not Found","Riverside Terrace Mobile Home Park","Minnesota","55388","United States of America",-93.77678,44.95929,"MN 03-2014","MN"
"House Number Not Found","Street Not Found","City Not Found","Minnesota","Postcode Not Found","United States of America",-92.25279,43.77971,"MN 09-2014","MN"
"House Number Not Found","Street Not Found","Falcon Heights","Minnesota","55108-1055","United States of America",-93.18766,44.99118,"MN 15-2014","MN"
"920","8th Street Southeast","Pine Island","Minnesota","55963","United States of America",-92.63944,44.19329,"MN 18-2014","MN"
"House Number Not Found","Street Not Found","Lonepine","Montana","59848","United States of America",-114.65143,47.6746,"MT 01-2014","MT"
"House Number Not Found","Street Not Found","Evergreen Court","Montana","59602","United States of America",-112.000838,46.698234,"MT 02-2014","MT"
"House Number Not Found","Alfalfa Road","Helena Valley West Central","Montana","59601","United States of America",-112.069443,46.626556,"MT 03-2014","MT"
"House Number Not Found","Street Not Found","City Not Found","Montana","Postcode Not Found","United States of America",-114.07707,46.21102,"MT 04-2014","MT"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-111.878746,46.038359,"MT 05-2014",NA
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-112.008689,46.15466,"MT 06-2014",NA
"House Number Not Found","Street Not Found","Greenfield","Montana","Postcode Not Found","United States of America",-111.838472,47.610968,"MT 07-2014","MT"
"House Number Not Found","Street Not Found","Olson Place","Montana","59477","United States of America",-111.967737,47.483727,"MT 08-2014","MT"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-98.14755,47.90355,"ND 01-2014",NA
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-100.14011,47.64622,"ND 07-2014",NA
"House Number Not Found","Street Not Found","City Not Found","North Dakota","58368","United States of America",-99.89287,48.34753,"ND 10-2014","ND"
"House Number Not Found","Street Not Found","Anamoose","North Dakota","Postcode Not Found","United States of America",-100.23463,47.8764,"ND 12-2014","ND"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-99.91727,46.80349,"ND 13-2014",NA
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-100.03773,48.4578,"ND 14-2014",NA
"House Number Not Found","Street Not Found","City Not Found","North Dakota","58368","United States of America",-99.8931,48.34768,"ND 15-2014","ND"
"House Number Not Found","Street Not Found","City Not Found","North Dakota","Postcode Not Found","United States of America",-102.94169,48.58935,"ND 18-2014","ND"
"House Number Not Found","Street Not Found","Anamoose","North Dakota","Postcode Not Found","United States of America",-100.23455,47.8764,"ND 21-2014","ND"
"House Number Not Found","Street Not Found","City Not Found","North Dakota","Postcode Not Found","United States of America",-98.160417,47.90215,"ND 22-2014","ND"
"12017","South Carus Road","Carus","Oregon","97045","United States of America",-122.623399,45.276859,"OR 01-2014","OR"
"House Number Not Found","Street Not Found","City Not Found","Oregon","97041","United States of America",-121.563043,45.558796,"OR 02-2014","OR"
"House Number Not Found","Street Not Found","Lewisburg","Oregon","Postcode Not Found","United States of America",-123.24506,44.61737,"OR 03-2014","OR"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-119.612552,45.636157,"OR 06-2014",NA
"House Number Not Found","Street Not Found","City Not Found","Oregon","97918","United States of America",-117.207126,43.987453,"OR 08-2014","OR"
"House Number Not Found","Street Not Found","City Not Found","Oregon","97128","United States of America",-123.21581,45.23775,"OR 10-2014","OR"
"House Number Not Found","Street Not Found","City Not Found","Oregon","Postcode Not Found","United States of America",-123.1927,42.573453,"OR 11-2014","OR"
"House Number Not Found","Street Not Found","City Not Found","Oregon","Postcode Not Found","United States of America",-122.64633,44.989295,"OR 15-2014","OR"
"House Number Not Found","Street Not Found","City Not Found","Oregon","97327","United States of America",-122.988719,44.423276,"OR 17-2014","OR"
"House Number Not Found","Street Not Found","Shady Dell","Oregon","97038","United States of America",-122.567577,45.111922,"OR 18-2014","OR"
"22620","Northwest Gillihan Road","Burlington","Oregon","97231","United States of America",-122.782126,45.680465,"OR 20-2014","OR"
"House Number Not Found","Northeast Arnold Avenue","Adair Village","Oregon","Postcode Not Found","United States of America",-123.203051,44.676681,"OR 22-2014","OR"
"House Number Not Found","Street Not Found","City Not Found","Oregon","Postcode Not Found","United States of America",-120.027645955,45.7043447938,"OR 24-2014","OR"
"House Number Not Found","Street Not Found","Pine Creek Township","Pennsylvania","15825","United States of America",-79.02801,41.18346,"PA 01-2014","PA"
"House Number Not Found","Middle Road","Vernon Township","Pennsylvania","11277","United States of America",-80.22419,41.62241,"PA 02-2014","PA"
"House Number Not Found","Street Not Found","Saint Marys","Pennsylvania","15857","United States of America",-78.602438,41.4504,"PA 03-2014","PA"
"House Number Not Found","Street Not Found","Jay Township","Pennsylvania","15827","United States of America",-78.509305,41.318526,"PA 04-2014","PA"
"House Number Not Found","Street Not Found","Jenner Township","Pennsylvania","15935","United States of America",-78.991778,40.191529,"PA 05-2014","PA"
"House Number Not Found","Street Not Found","Manor Hill","Pennsylvania","Postcode Not Found","United States of America",-77.93381,40.59051,"PA 06-2014","PA"
"House Number Not Found","Street Not Found","Wallaceton","Pennsylvania","16876","United States of America",-78.28896,40.96282,"PA 07-2014","PA"
"House Number Not Found","Street Not Found","Gulich Township","Pennsylvania","16651","United States of America",-78.382602,40.766265,"PA 08-2014","PA"
"House Number Not Found","Street Not Found","Georgetown","Pennsylvania","17562","United States of America",-76.080753,39.953553,"PA 13-2014","PA"
"House Number Not Found","Street Not Found","Hatton","Pennsylvania","17007-9500","United States of America",-77.15786,40.120783,"PA 14-2014","PA"
"House Number Not Found","Street Not Found","City Not Found","Pennsylvania","17007","United States of America",-77.143271,40.140435,"PA 15-2014","PA"
"316","North Barbara Street","Mount Joy","Pennsylvania","17552","United States of America",-76.49773,40.11438,"PA 16-2014","PA"
"House Number Not Found","Street Not Found","Quiggleville","Pennsylvania","17728","United States of America",-77.15934,41.32603,"PA 17-2014","PA"
"House Number Not Found","Street Not Found","Larrys Creek","Pennsylvania","17720","United States of America",-77.2023,41.21726,"PA 18-2014","PA"
"House Number Not Found","Street Not Found","West Milton","Pennsylvania","17837","United States of America",-76.88895,41.02106,"PA 19-2014","PA"
"1301","Bloom Road","Mechanicsville","Pennsylvania","17821","United States of America",-76.56885,40.96593,"PA 20-2014","PA"
"House Number Not Found","Street Not Found","Philadelphia","Pennsylvania","19125","United States of America",-75.121245,39.978675,"PA 21-2014","PA"
"House Number Not Found","Street Not Found","Whitpain Township","Pennsylvania","19422","United States of America",-75.252508,40.164321,"PA 22-2014","PA"
"House Number Not Found","Street Not Found","City Not Found","South Dakota","Postcode Not Found","United States of America",-98.59950072,43.3259283122,"SD 01-2014","SD"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-98.490700283,43.253030702,"SD 02-2014",NA
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-97.652305541,43.5897964657,"SD 03-2014",NA
"House Number Not Found","Street Not Found","City Not Found","South Dakota","Postcode Not Found","United States of America",-96.948488362,43.0873649967,"SD 04-2014","SD"
"House Number Not Found","Street Not Found","City Not Found","South Dakota","Postcode Not Found","United States of America",-97.028513651,43.3476197133,"SD 05-2014","SD"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-99.17844,43.2477,"SD 15-2014",NA
"House Number Not Found","Street Not Found","Empire","South Dakota","57788","United States of America",-103.34289,44.61739,"SD 16-2014","SD"
"House Number Not Found","Street Not Found","City Not Found","South Dakota","Postcode Not Found","United States of America",-103.2546,43.68408,"SD 17-2014","SD"
"House Number Not Found","Street Not Found","City Not Found","South Dakota","Postcode Not Found","United States of America",-103.26436,43.84914,"SD 18-2014","SD"
"House Number Not Found","Street Not Found","City Not Found","South Dakota","Postcode Not Found","United States of America",-103.34458,44.51261,"SD 19-2014","SD"
"House Number Not Found","Street Not Found","City Not Found","South Dakota","Postcode Not Found","United States of America",-103.74521,44.68847,"SD 20-2014","SD"
"House Number Not Found","Street Not Found","Saint Onge","South Dakota","57779","United States of America",-103.70816,44.5453,"SD 21-2014","SD"
"House Number Not Found","Street Not Found","Carter","South Dakota","Postcode Not Found","United States of America",-100.20661,43.38953,"SD 22-2014","SD"
"House Number Not Found","Street Not Found","City Not Found","South Dakota","Postcode Not Found","United States of America",-100.43163,43.22991,"SD 23-2014","SD"
"House Number Not Found","Street Not Found","Colome","South Dakota","57528","United States of America",-99.71122,43.25456,"SD 24-2014","SD"
"House Number Not Found","Street Not Found","Syracuse","Utah","UT 84075","United States of America",-112.108544,41.091249,"UT 01-2014","UT"
"102","South Tremont Street","Tremonton","Utah","84337","United States of America",-112.163228,41.70510381,"UT 02-2014","UT"
"House Number Not Found","Street Not Found","Lehi","Utah","Postcode Not Found","United States of America",-111.907448,40.424687,"UT 03-2014","UT"
"House Number Not Found","Street Not Found","Provo","Utah","84604","United States of America",-111.64823,40.268357,"UT 04-2014","UT"
"House Number Not Found","Street Not Found","Salt Lake City","Utah","Postcode Not Found","United States of America",-112.07247,40.81283,"UT 05-2014","UT"
"House Number Not Found","Street Not Found","Farmington","Utah","UT 84037","United States of America",-111.901756,41.016095,"UT 06-2014","UT"
"House Number Not Found","Street Not Found","Lexington","Virginia","24450","United States of America",-79.46782,37.78737,"VA 05-2014","VA"
"House Number Not Found","Street Not Found","Spout Run","Virginia","20135","United States of America",-77.86843,39.09878,"VA 06-2014","VA"
"House Number Not Found","Street Not Found","City Not Found","Virginia","Postcode Not Found","United States of America",-79.6265,37.3985,"VA 07-2014","VA"
"House Number Not Found","Street Not Found","Clarkes Gap","Virginia","20175","United States of America",-77.61086,39.1219,"VA 09-2014","VA"
"House Number Not Found","Lucketts Road","Shrys Store","Virginia","20176","United States of America",-77.51474,39.22692,"VA 13-2014","VA"
"House Number Not Found","Long Meadow Road","Fishersville","Virginia","22939","United States of America",-78.94592,38.12483,"VA 14-2014","VA"
"House Number Not Found","Street Not Found","Petersburg","Virginia","23803","United States of America",-77.4381,37.2259,"VA 17-2014","VA"
"House Number Not Found","Street Not Found","Mount Zion","Virginia","Postcode Not Found","United States of America",-79.028325,37.23359,"VA 18-2014","VA"
"House Number Not Found","Street Not Found","Ladd","Virginia","22930","United States of America",-78.96936,38.06768,"VA 19-2014","VA"
"House Number Not Found","Street Not Found","City Not Found","Virginia","Postcode Not Found","United States of America",-79.902,37.1313,"VA 20-2014","VA"
"House Number Not Found","Street Not Found","Gogginsville","Virginia","Postcode Not Found","United States of America",-79.9491,37.0366,"VA 21-2014","VA"
"House Number Not Found","Street Not Found","City Not Found","Virginia","24569:24577","United States of America",-79.03893,36.98698,"VA 22-2014","VA"
"House Number Not Found","Street Not Found","Pinson","Alabama","35126","United States of America",-86.65723,33.69381,"AL 02-2014","AL"
"House Number Not Found","Street Not Found","Hopewell","Alabama","36804","United States of America",-85.31896,32.51622,"AL 03-2014","AL"
"House Number Not Found","Street Not Found","Big Creek","Alabama","Postcode Not Found","United States of America",-85.43181,31.07853,"AL 06-2014","AL"
"House Number Not Found","Street Not Found","Risers","Alabama","35149","United States of America",-86.25291,33.30559,"AL 08-2014","AL"
"House Number Not Found","Brown Chapel Road","Bell","Alabama","Postcode Not Found","United States of America",-87.97234,33.31124,"AL 09-2014","AL"
"House Number Not Found","Street Not Found","City Not Found","Alabama","36575","United States of America",-88.23702,30.77796,"AL 10-2014","AL"
"House Number Not Found","Street Not Found","Headland","Alabama","36345","United States of America",-85.38918,31.32532,"AL 11-2014","AL"
"House Number Not Found","Street Not Found","Wetumpka","Alabama","36093","United States of America",-86.17844,32.46049,"AL 13-2014","AL"
"House Number Not Found","Street Not Found","Lightwood","Alabama","36051","United States of America",-86.38586,32.71814,"AL 15-2014","AL"
"House Number Not Found","Street Not Found","Sealy Springs","Alabama","36320","United States of America",-85.26799,31.04388,"AL 16-2014","AL"
"House Number Not Found","Street Not Found","Montgomery","Alabama","36109","United States of America",-86.23309,32.36779,"AL 17-2014","AL"
"House Number Not Found","Street Not Found","Prichard","Alabama","36517","United States of America",-88.11435,30.78766,"AL 21-2014","AL"
"House Number Not Found","Street Not Found","City Not Found","Alabama","35147","United States of America",-86.57792,33.4217,"AL 22-2014","AL"
"House Number Not Found","Street Not Found","Hortons Mill","Alabama","Postcode Not Found","United States of America",-86.44783,33.99464,"AL 23-2014","AL"
"House Number Not Found","Street Not Found","Fisk","Alabama","35750","United States of America",-86.59647,34.96094,"AL 24-2014","AL"
"House Number Not Found","Street Not Found","City Not Found","Alabama","36576","United States of America",-87.78962,30.54524,"AL-02-2015","AL"
"House Number Not Found","Street Not Found","Bell Factory","Alabama","Postcode Not Found","United States of America",-86.46774,34.81734,"AL-03-2015","AL"
"House Number Not Found","Street Not Found","Franklin","Alabama","36087","United States of America",-85.90503,32.43249,"AL-04-2015","AL"
"House Number Not Found","Street Not Found","Valhermoso Springs","Alabama","35754","United States of America",-86.68082,34.50329,"AL-06-2015","AL"
"House Number Not Found","Street Not Found","Glendale Acres","Alabama","36024","United States of America",-86.04961,32.5975,"AL-08-2015","AL"
"1204","4th Avenue West","Birmingham","Alabama","35208","United States of America",-86.86401,33.50068,"AL-09-2015","AL"
"House Number Not Found","Street Not Found","Opelika","Alabama","26801","United States of America",-85.34284,32.62725,"AL-15-2015","AL"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-85.88664,32.28118,"AL-17-2015",NA
"House Number Not Found","Street Not Found","Ryan Crossroads","Alabama","35087","United States of America",-86.59046,34.33949,"AL-18-2015","AL"
"House Number Not Found","Street Not Found","Sardis City","Alabama","35956","United States of America",-86.1238,34.15789,"AL-22-2015","AL"
"House Number Not Found","Street Not Found","Rosa","Alabama","Postcode Not Found","United States of America",-86.50513,33.97086,"AL-23-2015","AL"
"House Number Not Found","Street Not Found","Blue Springs","Alabama","35031","United States of America",-86.55734,34.11159,"AL-24-2015","AL"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-93.508456,33.72755,"AR-01-2015",NA
"House Number Not Found","Street Not Found","Hot Springs","Arkansas","71913","United States of America",-93.17498,34.50378,"AR-02-2015","AR"
"House Number Not Found","Street Not Found","Bryant","Arkansas","72002","United States of America",-92.47136,34.63773,"AR-03-2015","AR"
"House Number Not Found","Street Not Found","De Ann","Arkansas","71801","United States of America",-93.57238,33.80849,"AR-04-2015","AR"
"House Number Not Found","Street Not Found","Crossett","Arkansas","71635","United States of America",-91.95465,33.10801,"AR-05-2015","AR"
"House Number Not Found","Street Not Found","Stuttgart","Arkansas","72160","United States of America",-91.55881,34.4917,"AR-06-2015","AR"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-92.01738,34.75009,"AR-07-2015",NA
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-92.01739,34.75303,"AR-08-2015",NA
"House Number Not Found","Street Not Found","Lakeview","Arkansas","72025","United States of America",-93.03182,35.12201,"AR-09-2015","AR"
"House Number Not Found","Street Not Found","Lodi","Arkansas","71950","United States of America",-93.72065,34.2687,"AR-10-2015","AR"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-89.91893,35.99554,"AR-11-2015",NA
"House Number Not Found","Street Not Found","City Not Found","Arkansas","Postcode Not Found","United States of America",-92.4043,34.18153,"AR-12-2015","AR"
"House Number Not Found","Street Not Found","Ryan","Arkansas","72037","United States of America",-91.84969,34.522258,"AR-13-2015","AR"
"House Number Not Found","Street Not Found","Nashville","Arkansas","71852","United States of America",-93.83957,33.95162,"AR-14-2015","AR"
"House Number Not Found","Street Not Found","East Richwoods","Arkansas","72560","United States of America",-92.12462,35.84456,"AR-15-2015","AR"
"16499","West Battlefield Park Road","Viney Grove","Arkansas","72753","United States of America",-94.34956,36.01014,"AR-16-2015","AR"
"House Number Not Found","Street Not Found","City Not Found","Arkansas","Postcode Not Found","United States of America",-91.49214,35.03856,"AR-17-2015","AR"
"House Number Not Found","Street Not Found","Mountain Home","Arkansas","72653","United States of America",-92.38741,36.33173,"AR-18-2015","AR"
"House Number Not Found","Street Not Found","Fitzgerald","Arkansas","72075","United States of America",-91.30157,35.61987,"AR-19-2015","AR"
"House Number Not Found","Street Not Found","Rena","Arkansas","72956","United States of America",-94.37429,35.49342,"AR-20-2015","AR"
"House Number Not Found","Street Not Found","City Not Found","Arkansas","Postcode Not Found","United States of America",-90.34591,36.10278,"AR-21-2015","AR"
"House Number Not Found","Street Not Found","Denton Island","Arkansas","Postcode Not Found","United States of America",-91.03503,35.79698,"AR-22-2015","AR"
"House Number Not Found","Street Not Found","City Not Found","Arkansas","Postcode Not Found","United States of America",-91.92244,34.67714,"AR-23-2015","AR"
"House Number Not Found","Street Not Found","Chowchilla","California","93610","United States of America",-120.331666666666,37.1125,"CA 08-2014","CA"
"House Number Not Found","Avenue 23","City Not Found","California","Postcode Not Found","United States of America",-120.366944444444,37.0816667,"CA 13-2014","CA"
"House Number Not Found","Street Not Found","Chowchilla","California","CA 93610","United States of America",-120.228888888888,37.1358333,"CA 15-2014","CA"
"House Number Not Found","Street Not Found","Fairmead","California","Postcode Not Found","United States of America",-120.168889,37.105556,"CA 16-2014","CA"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-120.229166666666,37.1602778,"CA 18-2014",NA
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-120.2475,37.1536111,"CA 19-2014",NA
"House Number Not Found","Street Not Found","City Not Found","California","Postcode Not Found","United States of America",-120.195277777777,37.2616667,"CA 20-2014","CA"
"17685","Le Grand Road","Le Grand","California","95333","United States of America",-120.158611111111,37.2266667,"CA 21-2014","CA"
"17685","Le Grand Road","Le Grand","California","95333","United States of America",-120.157222222222,37.2261111,"CA 22-2014","CA"
"House Number Not Found","Avenue 24 1/2","Chowchilla","California","CA 93610","United States of America",-120.251944444444,37.1019444,"CA 24-2014","CA"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-120.615922,37.650117,"CA 25-2014",NA
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-120.625833333333,37.6583333,"CA 26-2014",NA
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-120.531388888888,37.6308333,"CA 27-2014",NA
"House Number Not Found","Street Not Found","Chico","California","95982","United States of America",-121.756883333333,39.71385,"CA 28-2014","CA"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-120.797383333,37.6914666,"CA 29-2014",NA
"House Number Not Found","Street Not Found","Pentz","California","Postcode Not Found","United States of America",-121.5778833,39.6684833,"CA 31-2014","CA"
"House Number Not Found","Street Not Found","City Not Found","California","96000","United States of America",-122.07938333,39.831716666,"CA 32-2014","CA"
"House Number Not Found","Street Not Found","Volta","California","Postcode Not Found","United States of America",-120.944466,37.05555,"CA 33-2014","CA"
"House Number Not Found","Old 44 Drive","Palo Cedro","California","96073","United States of America",-122.2419166666,40.5643833,"CA 34-2014","CA"
"House Number Not Found","Street Not Found","Cory","California","Postcode Not Found","United States of America",-122.138833,39.7729,"CA 35-2014","CA"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-121.714,39.6662,"CA 36-2014",NA
"House Number Not Found","Street Not Found","Redding","California","96008","United States of America",-122.234764,40.611764,"CA 37-2014","CA"
"House Number Not Found","Street Not Found","Redding","California","96049-6073","United States of America",-122.029757,40.5142555,"CA 39-2014","CA"
"House Number Not Found","Street Not Found","Orland","California","95963","United States of America",-122.1635,39.74385,"CA 40-2014","CA"
"House Number Not Found","Street Not Found","City Not Found","California","Postcode Not Found","United States of America",-122.046922,38.478478,"CA 41-2014","CA"
"House Number Not Found","Street Not Found","Redding","California","96008","United States of America",-122.181484,40.667239,"CA 43-2014","CA"
"House Number Not Found","Street Not Found","City Not Found","California","Postcode Not Found","United States of America",-122.38963333,40.3031666,"CA 44-2014","CA"
"House Number Not Found","Street Not Found","Chico","California","95928","United States of America",-121.55458333,39.69733333,"CA 45-2014","CA"
"House Number Not Found","Street Not Found","City Not Found","California","Postcode Not Found","United States of America",-120.779483333,37.091,"CA 46-2014","CA"
"29355","Stargaze Lane","Valley Center","California","92082","United States of America",-117.0077325,33.25236023,"CA-03-2015","CA"
"House Number Not Found","Street Not Found","City Not Found","California","Postcode Not Found","United States of America",-115.54228603,33.06465352,"CA-06-2015","CA"
"House Number Not Found","Street Not Found","Yampa Ranch","California","92592","United States of America",-116.938733,33.468366,"CA-10-2015","CA"
"House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found",-116.9849327,33.45139776,"CA-12-2015",NA
"House Number Not Found","Street Not Found","Lilac","California","Postcode Not Found","United States of America",-117.069266666666,33.3224666666666,"CA-13-2015","CA"
"3419","North Twin Oaks Valley Road","San Marcos","California","92069","United States of America",-117.16424105,33.20888644,"CA-20-2015","CA"
"28860","Vista Valley Drive","Vista","California","92084","United States of America",-117.17817343,33.23823574,"CA-22-2015","CA"
"House Number Not Found","Street Not Found","City Not Found","California","92255","United States of America",-115.56520367,32.8978178,"CA-26-2015","CA"
"House Number Not Found","Street Not Found","City Not Found","California","Postcode Not Found","United States of America",-115.67895875,32.84690793,"CA-28-2015","CA"
"House Number Not Found","Jefferson Road","City Not Found","California","92244","United States of America",-115.5168,33.0481,"CA-30-2015","CA"
"House Number Not Found","Street Not Found","City Not Found","California","Postcode Not Found","United States of America",-116.832174,33.5075274,"CA-32-2015","CA"
"3124","Toopal Drive","Oceanside","California","92058","United States of America",-117.36161294,33.21922092,"CA-33-2015","CA"
"15966","Pauma Lomas Rd","Pauma Valley","California","92061","United States of America",-116.98198759,33.32166207,"CA-34-2015","CA"
"House Number Not Found","Cole Grade Road","Pauma Valley","California","92061","United States of America",-116.9889802,33.31888009,"CA-38-2015","CA"
"314","Main Street","Gildersleeve","Connecticut","06480","United States of America",-72.63601,41.57355,"CT-01-2015","CT"
"House Number Not Found","Street Not Found","Straitsville","Connecticut","06403","United States of America",-73.0439833333333,41.4512833333333,"CT-02-2015","CT"
"House Number Not Found","Ackley Road","Millington","Connecticut","06415","United States of America",-72.37375,41.5167,"CT-03-2015","CT"
"House Number Not Found","Street Not Found","Milton","Connecticut","Postcode Not Found","United States of America",-73.25414,41.75019,"CT-04-2015","CT"
"House Number Not Found","Street Not Found","Clarks Corner","Connecticut","06247","United States of America",-72.098358,41.759582,"CT-05-2015","CT"
"House Number Not Found","Street Not Found","Milton","Connecticut","Postcode Not Found","United States of America",-73.25416,41.75019,"CT-06-2015","CT"
"House Number Not Found","Street Not Found","Simsbury","Connecticut","06070","United States of America",-72.78199,41.92156,"CT-07-2015","CT"
"House Number Not Found","Street Not Found","Stetson Corner","Connecticut","06234","United States of America",-71.98636,41.76212,"CT-08-2015","CT"
"House Number Not Found","Street Not Found","Milton","Connecticut","Postcode Not Found","United States of America",-73.25416,41.75012,"CT-09-2015","CT"
"House Number Not Found","Ackley Road","Millington","Connecticut","06415","United States of America",-72.37367,41.51668,"CT-10-2015","CT"
"House Number Not Found","Street Not Found","Smith Corner","Connecticut","06254","United States of America",-72.14374,41.58077,"CT-11-2015","CT"
"House Number Not Found","Street Not Found","Smith Corner","Connecticut","06254","United States of America",-72.1437,41.5808,"CT-12-2015","CT"
"House Number Not Found","Ackley Road","Millington","Connecticut","06415","United States of America",-72.37342,41.51648,"CT-13-2015","CT"
"House Number Not Found","Providence Road","Brooklyn","Connecticut","06234","United States of America",-71.949722,41.788124,"CT-14-2015","CT"
"House Number Not Found","Street Not Found","Ansonia","Connecticut","06401","United States of America",-73.041721,41.337644,"CT-15-2015","CT"
"House Number Not Found","Street Not Found","Farmington","Connecticut","06085","United States of America",-72.86066,41.726,"CT-16-2015","CT"
"House Number Not Found","Street Not Found","Windsor","Connecticut","06095","United States of America",-72.6567166666666,41.8520166666666,"CT-17-2015","CT"
"House Number Not Found","Street Not Found","South Killingly","Connecticut","06239","United States of America",-71.8181,41.7642,"CT-18-2015","CT"
"House Number Not Found","Street Not Found","City Not Found","Connecticut","06377","United States of America",-71.83991,41.708331,"CT-19-2015","CT"
"House Number Not Found","Street Not Found","Roxbury Falls","Connecticut","06783","United States of America",-73.290108,41.516498,"CT-20-2015","CT"
"House Number Not Found","Street Not Found","Granby","Connecticut","06090","United States of America",-72.816307,41.946921,"CT-21-2015","CT"
"589","Bridgeport Avenue","Milford","Connecticut","06460","United States of America",-73.09651,41.20568,"CT-22-2015","CT"
"House Number Not Found","Street Not Found","Golden Spur","Connecticut","06333","United States of America",-72.2107,41.371058,"CT-23-2015","CT"
"House Number Not Found","Stillson Road","Tunxis Hill","Connecticut","06824","United States of America",-73.2566833333333,41.1887166666666,"CT-24-2015","CT"
"House Number Not Found","Street Not Found","City Not Found","Florida","Postcode Not Found","United States of America",-85.211685,30.365133,"FL 08-2014","FL"
