"sampleid","y","x"
"NJ 15-2013","39.72949",-75.09689
"NJ 16-2013","40.87646",-74.34033
"NJ 17-2013","40.43103",-74.89497
"NJ 18-2013","40.97815",-74.87239
"NJ 19-2013","40.683462",-74.666741
"NJ 20-2013","39.433517",-75.150246
"NJ 21-2013","40.06679",-74.483489
"NJ 22-2013","39.25977",-74.72555
"NJ 23-2013","38.9985",-74.8935
"NJ 24-2013","39.783352",-74.900019
"NY 01-2013","43.313357",-78.575124
"NY 02-2013","43.23426",-76.662697
"NY 03-2013","41.3768645",-75.894486
"NY 06-2013","43.199487",-76.8457419
"NY 07-2013","44.82198",-74.8346629
"NY 08-2013","42.3599312",-78.8111695
"NY 09-2013","43.326702",-77.97835
"NY 10-2013","42.360398",-78.933562
"NY 11-2013","42.88839",-75.450953
"NY 12-2013","43.533834",-73.393181
"NY 13-2013","43.222034",-73.558452
"NY 14-2013","42.860085",-74.2122537
"NY 15-2013","43.32389",-77.99234
"NY 16-2013","44.816855",-73.020891
"NY 17-2013","41.5791617",-75.8801907
"NY 18-2013","43.06652",-75.073329
"NY 19-2013","43.169458",-74.948194
"NY 21-2013","42.538772",-75.24431
"NY 22-2013","43.348713",-73.36697
"NY 23-2013","43.000567",-78.437086
"NY 24-2013","40.5293509",-74.315256
"OH 05-2013","38.435289",-83.331092
"OH 15-2013","41.63026",-81.56592
"OH 18-2013","41.143218",-81.180106
"OR 01-2013","44.224352",-123.190216
"OR 02-2013","45.164205",-122.453641
"OR 03-2013","42.409374",-123.132623
"OR 04-2013","45.822684",-119.560071
"OR 05-2013","44.037838",-121.314221
"OR 07-2013","45.55849",-122.626887
"OR 09-2013","44.640598",-123.5572191
"OR 10-2013","42.211578",-122.687977
"OR 11-2013","45.219886",-122.676957
"OR 13-2013","45.5784119",-121.631411
"OR 15-2013","45.638866",-122.850433
"OR 17-2013","45.3777508",-122.73359
"OR 18-2013","44.6161257",-123.0705352
"OR 19-2013","43.851953",-123.2365
"PA 01-2013","41.63485",-75.29697
"PA 02-2013","40.58834",-75.3486
"PA 03-2013","41.736625",-76.058454
"PA 04-2013","39.86179",-76.73976
"PA 05-2013","40.394499",-77.15021999
"PA 06-2013","40.67093",-76.79774
"PA 07-2013","40.6044879817",-75.8740282
"PA 08-2013","40.61471",-76.17163
"PA 10-2013","39.979524",-75.220779
"PA 11-2013","40.588645",-75.781068
"PA 12-2013","40.342586",-75.236655
"PA 13-2013","40.29628",-80.39053
"PA 16-2013","40.18493",-78.50201
"PA 17-2013","40.62988",-78.74651
"PA 18-2013","39.93142",-78.80871
"PA 21-2013","41.02106",-76.88895
"PA 22-2013","41.6144",-80.168248
"PA 23-2013","41.18346",-79.02801
"PA 24-2013","41.90959",-79.27735
"SC 03-2013","34.15848",-79.23453
"SC 18-2013","32.79465",-80.068703
"SD 01-2013","44.50181",-99.487059
"SD 02-2013","44.89317",-99.06302
"SD 03-2013","45.85789",-99.96026
"SD 04-2013","43.95125",-99.17214
"SD 16-2013","45.82787",-103.02777
"SD 17-2013","44.65871",-103.81695
"SD 18-2013","43.31814",-103.34811
"SD 19-2013","45.05512",-101.57366
"SD 20-2013","45.85886",-102.86208
"SD 21-2013","44.75642",-103.90353
"SD 23-2013","44.64308",-103.42628
"SD 24-2013","44.46726",-103.72818
"TN 02-2013","36.416905",-86.305527
"TN 03-2013","35.211334",-89.936395
"TN 04-2013","35.327566",-84.483867
"TN 06-2013","36.614324",-85.112225
"TN 07-2013","35.26872",-89.423912
"TN 09-2013","35.390989",-84.836315
"TN 10-2013","35.014029",-89.6236
"TN 11-2013","36.120619",-86.638576
"TN 12-2013","35.666559",-84.138966
"TN 13-2013","35.980719",-86.856958
"TN 14-2013","36.293573",-88.664791
"TN 15-2013","36.031942",-85.030893
"TN 17-2013","35.79445",-88.089608
"TN 18-2013","35.659722",-84.864226
"TN 19-2013","36.425717",-82.258719
"TN 21-2013","36.056477",-84.254796
"TN 23-2013","36.44695",-86.299758
"TX 01-2013","30.2097015",-97.6982272
"TX 02-2013","30.49419",-96.33642
"TX 03-2013","28.7712909",-97.0068393
"TX 04-2013","33.48488",-95.29731
"TX 05-2013","29.8503094",-94.8919067
"TX 06-2013","30.9599",-97.26833
"TX 07-2013","30.97121",-97.2682
"TX 08-2013","26.30178",-97.82156
"TX 09-2013","33.5403738",-101.6746823
"TX 10-2013","30.04556",-94.57806
"TX 11-2013","30.14604",-94.42749
"TX 12-2013","33.22385",-96.36984
"TX 13-2013","33.25106",-96.30306
"TX 14-2013","34.0519868",-98.99599788
"TX 16-2013","29.046476",-98.963493
"TX 17-2013","33.969369",-98.520402
"TX 24-2013","31.48645",-106.20698
"UT 01-2013","40.40381",-111.91621
"UT 02-2013","40.70484",-111.87616
"UT 03-2013","41.74411",-112.00167
"UT 04-2013","41.70214",-111.9656
"UT 05-2013","41.96649",-111.97738
"UT 06-2013","41.75425",-111.86405
"UT 07-2013","41.7923",-111.81025
"UT 08-2013","40.7255393",-112.0703269
"UT 09-2013","41.2917",-111.80018
"UT 10-2013","41.311",-111.84005
"UT 11-2013","40.59728",-111.92369
"UT 12-2013","40.64303",-111.893
"UT 13-2013","40.49714",-111.88086
"UT 14-2013","40.6144",-111.88704
"UT 15-2013","40.53611",-111.90673
"UT 16-2013","39.506",-110.80247
"UT 17-2013","39.57208",-110.68938
"UT 18-2013","39.25731",-112.65271
"UT 19-2013","39.38546",-112.60658
"VA 01-2013","38.2493",-77.1417
"VA 04-2013","37.8029",-75.6059
"VA 05-2013","37.2259",-77.4381
"VA 06-2013","36.6297",-76.7364
"VA 07-2013","38.6288",-78.5052
"VA 08-2013","37.2243",-80.462
"VA 10-2013","36.9759",-76.7651
"VA 13-2013","37.1926",-77.279
"VA 16-2013","37.917",-75.5247
"VA 17-2013","37.7527",-77.3693
"VA 18-2013","38.5893",-78.4771
"VA 20-2013","36.8916",-76.1769
"WI 01-2013","42.51412",-89.033257
"WI 02-2013","42.96031",-88.16153
"WI 03-2013","44.646582",-88.160827
"WI 04-2013","42.87441",-88.04765
"WI 05-2013","42.93134",-88.31207
"WI 06-2013","42.88103",-89.9889
"WI 07-2013","43.59198",-90.38734
"WI 08-2013","44.095476",-89.706545
"WI 09-2013","43.58003",-88.32409
"WI 10-2013","42.734405",-89.907013
"WI 11-2013","42.92604",-88.32709
"WI 12-2013","42.85769",-88.41086
"WI 13-2013","43.1731",-89.72897
"WI 14-2013","44.0788",-88.10958
"WI 15-2013","42.70049",-89.10715
"WI 16-2013","43.034141",-88.624504
"WI 17-2013","43.7844397",-88.7878678
"WI 18-2013","42.679785",-87.89419
"WI 19-2013","43.11732",-89.59198
"WI 20-2013","44.502673",-89.246174
"WI 21-2013","42.58118",-88.37782
"WI 22-2013","43.16709",-89.79098
"WI 23-2013","43.296949",-88.853885
"WI 24-2013","43.547428",-89.106529
"WV 01-2013","38.765457",-79.62269
"WV 02-2013","39.33823",-78.56105
"WV 04-2013","39.20385",-77.85297
"WV 07-2013","39.29491",-80.77518
"WV 09-2013","39.32245",-81.24289
"WV 10-2013","39.19702",-79.85605
"WV 15-2013","38.02433",-82.20166
"WV 16-2013","38.98699",-81.07189
"WV 17-2013","80.19262000000001",-80.19262
"WV 18-2013","37.964213",-80.504361
"WV 19-2013","37.79961",-80.86423
"WV 21-2013","38.93711",-82.0991
"WV 22-2013","38.95047",-81.54725
"WV 23-2013","39.37368",-81.44029
"WV 24-2013","38.64555",-80.76419
"AL 01-2013","30.89446",-88.2568
"AL 02-2013","31.24316",-85.549448
"AL 03-2013","31.65046",-86.90719
"AL 04-2013","31.77557",-85.99686
"AL 06-2013","30.48254",-87.56001
"AL 07-2013","31.51954",-85.70905
"AL 08-2013","31.13166",-85.21298
"AL 09-2013","30.78766",-88.11435
"AL 11-2013","31.27086",-85.50201
"AL 12-2013","30.36959",-87.67256
"AL 13-2013","30.43737",-87.89433
"AL 20-2013","31.05666",-85.05266
"CA 11-2013","39.80938",-122.065567
"CA 12-2013","39.633508",-121.70008
"CA 13-2013","39.724018",-122.186447
"CA 14-2013","40.600031",-122.033535
"CA 15-2013","40.300044",-122.383438
"CA 16-2013","39.716936",-121.983461
"CA 17-2013","40.613031",-122.230073
"CA 18-2013","39.633418",-122.050112
"CA 19-2013","39.70015",-121.816799
"CA 20-2013","40.614054",-122.237434
"CA 21-2013","39.716873",-122.200127
"CA 22-2013","39.366732",-122.566728
"CA 23-2013","38.44547",-121.81081
"CA 24-2013","39.033472",-121.150127
"CA 25-2013","39.809325",-122.0655
"CA 26-2013","39.133344",-121.750066
"CA 27-2013","39.016879",-120.88357
"CA 28-2013","40.50023",-122.016719
"CA 29-2013","37.07799",-120.869848
"CA 30-2013","37.34712",-120.54724
"CA 31-2013","37.366768",-120.533417
"CA 32-2013","37.05489",-120.16155
"CA 33-2013","37.06106",-120.14467
"CA 34-2013","37.05344",-120.14431
"CA 35-2013","37.400067",-120.550249
"CA 36-2013","37.383563",-120.533563
"CA 37-2013","37.366689",-120.500194
"CA 38-2013","37.750031",-120.450234
"CA 39-2013","37.08348",-120.300104
"CA 40-2013","35.558056",-119.664722
"CA 41-2013","37.366799",-120.516906
"CA 44-2013","36.431944",-119.280278
"CA 47-2013","36.533564",-120.0502
"CA 48-2013","36.500057",-119.900122
"FL 19-2013","28.033417",-81.8765
"FL 20-2013","28.1101103",-81.7127954
"FL 21-2013","27.6893005",-82.3214111
"FL 22-2013","28.583607",-81.983525
"FL 23-2013","28.650196",-80.833336
"FL 24-2013","26.813108",-80.288643
"GU 21-2013","13.25936",-144.73659
"GU 22-2013","13.2497",-144.724
"GU 23-2013","15.143686",-145.71101
"GU 24-2013","15.107158",-145.71791
"HI 19-2013","21.442475",-158.23409
"HI 20-2013","19.354714",-155.26929
"HI 21-2013","21.1252",-157.07858
"HI 22-2013","21.110269",-157.10959
"HI 23-2013","19.518853",-154.94089
"IA 01-2013","40.975847",-95.5214
"IA 02-2013","41.619161",-95.420903
"IA 03-2013","41.065586",-95.765247
"IA 04-2013","41.457564",-94.757853
"IA 05-2013","41.85258",-94.8073
"IA 10-2013","41.55899",-93.47227
"IA 13-2013","41.79834",-93.7078
"IA 14-2013","41.00167",-91.68917
"IA 15-2013","41.51786",-94.00841
"IA 16-2013","41.64692",-93.71956
"IA 17-2013","42.389166",-91.389166
"IA 18-2013","41.5443",-93.82401
"IA 19-2013","41.44894",-93.75622
"IA 20-2013","41.78578",-93.40089
"IA 21-2013","41.90825",-93.64257
"IA 22-2013","42.06081",-93.6198
"IA 23-2013","42.10706",-93.5811
"IA 24-2013","41.48535",-93.55768
"MD 07-2013","39.70258",-76.70844
"MD 08-2013","39.67525",-76.69154
"MD 09-2013","39.52653",-77.4215
"MD 10-2013","38.36925",-76.63448
"MD 11-2013","38.4022",-76.80528
"MD 12-2013","38.33086",-76.64239
"MD 14-2013","38.98214",-76.26787
"MD 15-2013","39.01949",-76.05906
"MD 16-2013","39.64491",-76.33864
"MD 17-2013","39.67025",-76.40218
"MD 18-2013","39.3162",-76.51012
"MD 19-2013","39.25789",-76.42896
"MD 20-2013","39.37801",-76.41743
"MD 21-2013","39.45416",-76.44083
"MD 22-2013","39.23394",-77.03675
"MD 23-2013","39.2504",-76.50835
"MD 24-2013","39.22619",-77.23131
"MN 02-2013","44.190131",-92.498131
"MN 05-2013","44.03748",-94.423
"MN 06-2013","45.09755",-92.91317
"MN 07-2013","43.918119",-92.575114
"MN 10-2013","46.38308",-95.19548
"MN 13-2013","44.082642",-92.648028
"MN 14-2013","45.392689",-94.718839
"MN 15-2013","44.9839",-93.75385
"MN 18-2013","46.169964",-95.028031
"MN 23-2013","45.83677",-94.859956
"MN 24-2013","45.79106",-94.41483
"MN 17-2013","46.29673",-95.11298
"NV 01-2013","39.537318",-118.553008
"NV 02-2013","39.537318",-118.529288
"NV 03-2013","36.234278",-115.30812
"NV 04-2013","39.35294",-119.094783
"NV 05-2013","38.85401",-119.164028
"NV 06-2013","39.369948",-119.733147
"NV 07-2013","35.801768",-115.669163
"NV 08-2013","39.369995",-119.703277
"NV 09-2013","39.292189",-118.471412
"NV 10-2013","40.140583",-118.260099
"NV 11-2013","40.228317",-118.441967
"NV 13-2013","39.51903",-118.539003
"NV 14-2013","39.292653",-119.44305
"NV 16-2013","39.50517",-119.899378
"NV 17-2013","36.234278",-115.30812
"NV 19-2013","36.185191",-115.121432
"NV 20-2013","39.292653",-119.44305
"NV 21-2013","35.801768",-115.669163
"NV 22-2013","39.409812",-119.718277
"NV 23-2013","40.23927",-118.442415
"NV 24-2013","39.593127",-119.237
"OH 01-2013","40.122483",-81.482043
"OH 02-2013","40.243212",-80.511019
"OH 03-2013","39.27006",-81.304965
"OH 04-2013","39.383409",-84.194613
"OH 07-2013","39.373237",-83.572983
"OH 08-2013","39.37499",-81.25382
"OH 09-2013","38.544331",-82.37076
"OH 10-2013","38.545607",-82.174725
"OH 11-2013","40.283729",-83.454527
"OH 12-2013","40.434112",-80.705
"OH 13-2013","39.451514",-84.11093
"OH 14-2013","38.562745",-82.14191
"OH 16-2013","39.493666",-83.314323
"OH 17-2013","40.4551667",-81.172156
"OH 19-2013","40.919307",-81.89018
"OH 20-2013","39.45579",-81.274629
"OH 21-2013","39.492137",-84.42543
"OH 22-2013","39.544002",-84.0939
"OH 23-2013","41.27574",-84.46534
"OH 24-2013","41.81853",-81.521852
"PA 09-2013","41.33713",-77.042801
"PA 14-2013","40.4619031608628",-77.8227496147155
"PA 15-2013","39.8563",-77.65997
"PA 19-2013","40.19424",-77.24143
"PA 20-2013","39.81702",-76.6229
"PR 01-2013","18.331967",-65.94301
"PR 06-2013","18.181932",-66.89327
"PR 10-2013","17.962",-66.399
"PR 12-2013","18.21932",-66.67229
"PR 13-2013","18.254391",-65.9907433
"PR 18-2013","18.299597",-66.03273
"PR 19-2013","18.3348357",-66.8226
"PR 21-2013","18.184535",-66.96916
"PR 23-2013","18.20756",-66.49
"PR 24-2013","18.223632",-66.28634
"SC 01-2013","33.10054",-80.86455
"SC 02-2013","34.1294",-79.66349
"SC 04-2013","34.29876",-79.32687
"SC 05-2013","34.25362",-80.67216
"SC 06-2013","33.55649",-80.09251
"SC 07-2013","33.92872",-80.03518
"SC 08-2013","33.71248",-80.08595
"SC 09-2013","35.12115",-82.04662
"SC 10-2013","35.04678",-82.18939
"SC 11-2013","34.30614",-82.58294
"SC 12-2013","34.79406",-82.78956
"SC 13-2013","34.4398",-81.83698
"SC 14-2013","34.4292",-81.72341
"SC 15-2013","34.99049",-82.39122
"SC 16-2013","34.99049",-82.39122
"SC 17-2013","33.96626",-81.13268
"SC 19-2013","34.66814",-82.079338
"SC 20-2013","34.50335",-82.086143
"SC 21-2013","34.34948",-82.571114
"SC 22-2013","34.36363",-82.65509
"SC 23-2013","34.37122",-82.690163
"SC 24-2013","33.84112",-80.989143
"SD 05-2013","43.9087550466",-100.14094222
"SD 06-2013","45.3294515658",-97.016236729
"SD 07-2013","44.3786752636",-100.1942898
"SD 08-2013","45.3517113127",-96.754903375
"SD 09-2013","45.0166902032",-96.674727266
"SD 10-2013","44.7356606084",-96.677865122
"SD 11-2013","45.03206",-102.00288
"SD 12-2013","44.5789381099",-98.498511143
"SD 13-2013","44.5926744757",-98.276117333
"SD 14-2013","43.9637671416",-98.186963098
"SD 22-2013","44.50635",-102.93746
"TN 01-2013","35.58094",-84.261355
"TN 05-2013","36.27886",-84.146906
"TN 08-2013","35.344487",-89.625086
"TN 16-2013","35.924722",-88.128788
"TN 20-2013","36.060835",-83.363659
"TN 22-2013","35.7649",-84.082566
"TN 24-2013","35.818918",-85.415543
"TX 18-2013","28.53201",-97.90369
"TX 19-2013","30.497981",-94.996601
"TX 20-2013","30.0471",-94.71198
"TX 21-2013","33.18754",-94.66196
"UT 20-2013","38.58666",-109.56524
"UT 21-2013","40.27167",-110.06799
"UT 22-2013","40.60261",-109.48186
"UT 23-2013","39.014589",-110.140525
"UT 24-2013","37.28725",-109.56663
"UT feral-2013","37.04587499",-109.5391
"VA 02-2013","38.27419",-77.75319
"VA 03-2013","38.5065",-77.54553
"VA 09-2013","37.66586",-77.87489
"VA 11-2013","38.13455",-78.60738
"VA 12-2013","37.43353",-77.96579
"VA 15-2013","36.87695",-77.46023
"VA 19-2013","38.15207",-78.53318
"VA 22-2013","37.19841",-80.58161
"VA 23-2013","37.4477",-79.05206
"VA 24-2013","37.47759",-78.27126
"OH 06-2013","41.983603",-84.500144
